Student ID,Operating System,DSA,Frontend,Backend,Machine Learning,Data Analytics,Project 1,Project 2,Project 3,Project 4
2064,27,55,91,43,8,29,Machine Learning,Game Development,Robotics,Robotics
2065,18,83,82,16,33,58,Data Science,Web Development,Web Development,Game Development
2066,75,100,59,9,38,22,Web Development,Machine Learning,Web Development,Web Development
2067,61,82,57,48,14,19,Robotics,Machine Learning,Robotics,Machine Learning
2068,87,87,6,98,16,30,Cybersecurity,Web Development,Web Development,Web Development
2069,12,41,30,40,73,78,Game Development,Game Development,Machine Learning,Cybersecurity
2070,46,15,7,92,10,99,Robotics,Web Development,Game Development,Robotics
2071,11,91,48,12,5,53,Web Development,Robotics,Cybersecurity,Data Science
2072,21,57,84,48,93,90,Machine Learning,Web Development,Web Development,Data Science
2073,21,65,16,16,47,25,Web Development,Web Development,Web Development,Data Science
2074,99,21,70,96,30,52,Game Development,Web Development,Cybersecurity,Cybersecurity
2075,35,51,8,62,90,37,Data Science,Game Development,Machine Learning,Robotics
2076,47,56,92,70,11,99,Cybersecurity,Cybersecurity,Data Science,Machine Learning
2077,83,56,38,81,49,8,Machine Learning,AI,Cybersecurity,Web Development
2078,51,44,24,35,49,17,Robotics,Machine Learning,Cybersecurity,Game Development
2079,79,35,61,70,47,98,AI,Data Science,Game Development,Game Development
2080,12,75,95,63,50,27,AI,AI,Web Development,Cybersecurity
2081,23,5,73,99,93,94,Machine Learning,Cybersecurity,Web Development,Game Development
2082,43,7,41,45,41,51,AI,Machine Learning,Data Science,Data Science
2083,24,41,72,62,68,70,Game Development,Data Science,Machine Learning,Data Science
2084,9,92,75,96,97,65,Data Science,Cybersecurity,Machine Learning,Game Development
2085,12,100,61,33,18,64,Game Development,Data Science,AI,AI
2086,88,91,14,79,44,82,Data Science,Machine Learning,Robotics,Data Science
2087,98,58,26,34,72,73,Data Science,Web Development,Machine Learning,Data Science
2088,50,21,44,37,23,43,Machine Learning,Machine Learning,Machine Learning,AI
2089,11,76,46,15,28,41,Web Development,Robotics,Game Development,AI
2090,36,11,36,15,91,97,Data Science,Machine Learning,Web Development,Machine Learning
2091,74,20,72,89,81,70,Data Science,Robotics,Robotics,Robotics
2092,29,77,45,49,7,32,Robotics,Web Development,Web Development,Game Development
2093,20,22,14,40,87,70,Game Development,Game Development,Game Development,AI
2094,34,60,62,57,67,58,AI,Web Development,Robotics,Data Science
2095,48,12,78,12,80,17,Robotics,Machine Learning,Machine Learning,AI
2096,9,36,82,55,30,27,Game Development,Cybersecurity,Machine Learning,Web Development
2097,19,90,71,61,7,10,Web Development,Game Development,Web Development,AI
2098,68,48,5,45,9,49,AI,Game Development,Game Development,Cybersecurity
2099,28,41,67,35,83,63,Game Development,AI,Data Science,Game Development
2100,55,91,71,58,73,62,AI,Robotics,Data Science,AI
2101,92,46,20,69,87,57,Data Science,Data Science,Web Development,Cybersecurity
2102,60,89,78,12,14,90,Cybersecurity,Machine Learning,Web Development,AI
2103,43,79,85,29,18,30,AI,Web Development,Machine Learning,Data Science
2104,94,49,49,68,54,65,Web Development,AI,Cybersecurity,Cybersecurity
2105,90,88,80,22,86,10,Game Development,Web Development,AI,Robotics
2106,77,22,19,75,60,40,Cybersecurity,Data Science,Cybersecurity,Web Development
2107,22,55,6,85,64,68,Cybersecurity,Web Development,AI,Game Development
2108,95,40,31,79,100,96,Data Science,AI,Game Development,AI
2109,57,94,74,87,87,30,Web Development,Data Science,Machine Learning,Machine Learning
2110,15,76,87,44,75,48,Machine Learning,Data Science,Data Science,Data Science
2111,97,72,48,26,19,62,Machine Learning,Web Development,Machine Learning,AI
2112,88,14,64,78,52,24,Game Development,Cybersecurity,Cybersecurity,Game Development
2113,91,45,56,57,81,47,Data Science,Web Development,Robotics,Game Development
2114,84,93,87,54,15,64,Web Development,Machine Learning,Robotics,Data Science
2115,43,63,77,72,81,6,AI,Web Development,Game Development,Data Science
2116,29,68,38,42,81,83,Game Development,Cybersecurity,Game Development,Data Science
2117,68,63,32,36,69,81,Cybersecurity,Cybersecurity,Cybersecurity,Game Development
2118,45,95,19,51,30,21,Data Science,Game Development,Data Science,Robotics
2119,61,84,35,47,37,77,Web Development,Cybersecurity,Cybersecurity,Data Science
2120,81,7,23,57,21,57,Web Development,Game Development,Web Development,Robotics
2121,72,76,62,55,62,42,Robotics,Robotics,Robotics,Web Development
2122,26,76,81,53,19,33,Data Science,Web Development,Machine Learning,Robotics
2123,52,51,81,83,50,34,Data Science,Robotics,Web Development,AI
2124,57,29,54,48,19,81,Data Science,Web Development,Data Science,Robotics
2125,77,8,69,86,54,68,Data Science,Robotics,Cybersecurity,Web Development
2126,29,41,96,12,35,29,Robotics,AI,Data Science,AI
2127,54,19,51,14,64,56,Data Science,Game Development,Web Development,Machine Learning
2128,28,86,29,94,56,71,Machine Learning,Data Science,Data Science,Cybersecurity
2129,82,29,99,58,46,24,Data Science,AI,Web Development,Data Science
2130,59,5,5,30,35,5,AI,Cybersecurity,Robotics,Game Development
2131,96,46,9,96,86,38,Robotics,Robotics,Cybersecurity,Robotics
2132,48,31,39,76,54,61,Machine Learning,Game Development,Robotics,Game Development
2133,83,74,37,44,82,60,Data Science,Cybersecurity,AI,Data Science
2134,36,99,77,67,14,70,Machine Learning,Game Development,Web Development,AI
2135,71,61,18,74,60,16,AI,Machine Learning,Machine Learning,Game Development
2136,99,50,29,59,31,5,Data Science,Machine Learning,AI,Data Science
2137,48,94,23,92,33,61,Data Science,Robotics,Robotics,Machine Learning
2138,42,98,8,64,68,89,Game Development,Web Development,Robotics,Data Science
2139,59,19,25,19,55,27,Machine Learning,AI,Game Development,Web Development
2140,93,52,71,12,16,40,Robotics,Machine Learning,Web Development,Machine Learning
2141,23,51,57,13,32,74,Machine Learning,Game Development,Web Development,Game Development
2142,38,67,56,76,64,35,Cybersecurity,Cybersecurity,AI,Data Science
2143,65,8,44,38,49,23,AI,Web Development,Data Science,Web Development
2144,11,5,5,38,48,74,Game Development,Web Development,Game Development,Robotics
2145,55,29,6,39,30,60,AI,Game Development,Web Development,Cybersecurity
2146,76,12,43,7,80,34,Robotics,Data Science,AI,Game Development
2147,81,73,78,7,72,83,Cybersecurity,Web Development,Game Development,AI
2148,6,62,99,72,70,40,Cybersecurity,Data Science,Cybersecurity,Cybersecurity
2149,54,89,42,10,33,87,Web Development,Web Development,AI,Cybersecurity
2150,78,46,41,9,39,13,Robotics,Web Development,Game Development,AI
2151,58,33,38,12,31,70,Robotics,Game Development,AI,Robotics
2152,11,23,30,24,37,95,Cybersecurity,Cybersecurity,AI,Data Science
2153,84,91,43,90,38,78,AI,Data Science,Robotics,Cybersecurity
2154,64,36,48,45,35,7,Data Science,Machine Learning,Robotics,Data Science
2155,28,33,78,44,43,73,Machine Learning,Data Science,AI,Game Development
2156,94,66,76,75,35,25,Machine Learning,AI,Robotics,Robotics
2157,37,22,24,84,99,12,Cybersecurity,Robotics,AI,Machine Learning
2158,85,58,79,7,26,43,Robotics,Game Development,Machine Learning,AI
2159,38,91,16,42,79,19,Web Development,Machine Learning,Data Science,Game Development
2160,9,65,40,68,83,31,Web Development,AI,AI,Robotics
2161,41,92,35,85,5,60,Data Science,Web Development,Web Development,Web Development
2162,46,13,10,7,35,99,Cybersecurity,Cybersecurity,Machine Learning,AI
2163,39,55,41,22,45,22,Robotics,Cybersecurity,Game Development,Machine Learning
2164,57,58,72,76,29,72,Game Development,Game Development,Machine Learning,Web Development
2165,48,34,51,75,15,38,Robotics,Data Science,Data Science,Game Development
2166,69,45,75,31,87,32,Game Development,Game Development,Cybersecurity,Web Development
2167,42,85,46,69,28,53,Robotics,Robotics,AI,AI
2168,77,22,19,6,40,74,Data Science,Data Science,Machine Learning,Data Science
2169,91,68,43,74,12,86,Game Development,Game Development,Robotics,Cybersecurity
2170,11,61,6,62,63,13,Robotics,Data Science,Game Development,Data Science
2171,76,86,71,77,50,42,Data Science,Cybersecurity,Data Science,Robotics
2172,57,23,81,82,39,18,AI,Web Development,Data Science,AI
2173,73,40,68,15,9,37,Web Development,Machine Learning,Cybersecurity,Robotics
2174,42,26,59,47,66,19,Web Development,Game Development,AI,Data Science
2175,95,76,79,43,73,47,Robotics,Robotics,Data Science,AI
2176,57,39,71,28,44,31,Cybersecurity,AI,Robotics,Web Development
2177,70,61,75,90,26,41,Robotics,Data Science,Machine Learning,Data Science
2178,82,51,16,29,29,10,Web Development,AI,Web Development,Robotics
2179,44,77,24,6,66,39,Robotics,Machine Learning,Robotics,Machine Learning
2180,83,60,93,75,87,57,Data Science,Robotics,Machine Learning,AI
2181,14,48,24,25,59,27,Game Development,Web Development,AI,Web Development
2182,62,68,28,52,43,100,Robotics,Data Science,Cybersecurity,Robotics
2183,55,9,33,30,22,10,AI,Cybersecurity,Web Development,Data Science
2184,50,92,54,92,53,96,Robotics,Cybersecurity,Machine Learning,Cybersecurity
2185,21,93,28,7,39,23,Game Development,Machine Learning,Game Development,Game Development
2186,62,18,15,80,21,18,Machine Learning,AI,AI,Cybersecurity
2187,69,13,71,48,90,38,Data Science,Data Science,Data Science,Machine Learning
2188,67,18,42,12,85,21,Data Science,Web Development,Web Development,Cybersecurity
2189,36,35,98,67,35,43,Robotics,Cybersecurity,Machine Learning,Game Development
2190,63,76,83,85,70,82,Web Development,Robotics,AI,Robotics
2191,51,21,64,34,60,92,Robotics,Web Development,Game Development,Robotics
2192,77,14,61,13,8,35,Machine Learning,AI,Game Development,Web Development
2193,74,9,8,37,39,75,Web Development,AI,Data Science,Data Science
2194,93,19,16,28,9,16,Data Science,Robotics,Data Science,Machine Learning
2195,95,82,39,24,93,55,Robotics,Cybersecurity,Machine Learning,Robotics
2196,38,58,77,22,7,70,Robotics,Data Science,Web Development,Web Development
2197,97,9,18,14,51,79,Cybersecurity,Data Science,Game Development,Machine Learning
2198,92,30,10,51,74,16,Robotics,Robotics,Robotics,Web Development
2199,96,48,35,43,19,84,Robotics,AI,Cybersecurity,Robotics
2200,71,14,51,73,16,15,Data Science,Web Development,AI,AI
2201,48,42,18,79,63,70,Web Development,Machine Learning,AI,Robotics
2202,92,87,39,78,24,77,Web Development,Web Development,AI,Cybersecurity
2203,17,81,31,28,63,43,Data Science,Machine Learning,Cybersecurity,Web Development
2204,39,85,60,54,16,9,Cybersecurity,Cybersecurity,Web Development,Web Development
2205,48,61,49,98,17,60,Robotics,Cybersecurity,Web Development,AI
2206,7,29,18,24,29,29,AI,Web Development,Machine Learning,Cybersecurity
2207,31,76,69,53,72,63,Cybersecurity,Web Development,Robotics,Game Development
2208,59,25,33,61,75,29,AI,Data Science,Game Development,Data Science
2209,21,51,88,21,6,21,Web Development,Robotics,Robotics,AI
2210,82,60,89,31,83,43,Data Science,AI,Machine Learning,Web Development
2211,73,43,18,61,27,17,Cybersecurity,Game Development,Cybersecurity,Game Development
2212,25,48,21,75,23,62,Machine Learning,AI,Machine Learning,AI
2213,90,62,80,6,95,42,Web Development,Data Science,Game Development,Cybersecurity
2214,79,33,17,12,26,30,Web Development,Machine Learning,Robotics,Cybersecurity
2215,46,80,94,73,65,81,AI,Game Development,Cybersecurity,Web Development
2216,28,49,78,38,77,17,AI,Cybersecurity,Cybersecurity,Data Science
2217,43,5,56,58,83,10,Cybersecurity,Robotics,Machine Learning,Cybersecurity
2218,98,97,60,7,91,100,AI,AI,Robotics,AI
2219,69,90,81,31,52,75,AI,AI,Game Development,Game Development
2220,14,15,26,20,55,93,Data Science,Cybersecurity,Robotics,Web Development
2221,27,22,43,12,60,89,Machine Learning,Robotics,AI,AI
2222,96,24,62,34,73,99,Game Development,Game Development,Cybersecurity,Robotics
2223,64,49,85,40,25,83,Game Development,Machine Learning,AI,Machine Learning
2224,79,6,75,49,8,95,Game Development,Machine Learning,Machine Learning,Cybersecurity
2225,66,60,49,79,36,67,Machine Learning,Data Science,AI,Game Development
2226,74,16,61,34,34,6,Cybersecurity,Data Science,Robotics,Game Development
2227,12,21,33,10,82,8,Game Development,AI,Web Development,Machine Learning
2228,5,72,23,72,63,27,Cybersecurity,Cybersecurity,Robotics,AI
2229,62,50,8,79,43,46,Data Science,Cybersecurity,Data Science,Game Development
2230,30,21,66,16,60,14,Machine Learning,AI,Machine Learning,Robotics
2231,84,43,45,44,13,68,AI,Data Science,Web Development,Machine Learning
2232,52,85,64,36,43,46,Cybersecurity,Robotics,Robotics,Cybersecurity
2233,35,67,91,6,36,40,Cybersecurity,Data Science,Web Development,Robotics
2234,51,49,25,36,61,96,Cybersecurity,AI,Robotics,Machine Learning
2235,78,23,74,10,25,9,Game Development,Data Science,Game Development,AI
2236,28,14,90,37,34,31,Data Science,Data Science,Machine Learning,AI
2237,84,80,97,51,43,36,Machine Learning,Data Science,Game Development,AI
2238,92,39,38,28,98,66,Cybersecurity,Machine Learning,AI,Robotics
2239,57,14,81,6,14,16,Machine Learning,AI,Data Science,Data Science
2240,24,25,65,85,48,30,Web Development,Robotics,Robotics,Cybersecurity
2241,41,84,27,61,15,16,Machine Learning,Robotics,Game Development,Web Development
2242,29,58,76,100,41,22,AI,AI,AI,Machine Learning
2243,82,76,17,89,77,79,Web Development,Machine Learning,Cybersecurity,Machine Learning
2244,37,23,54,75,39,70,Robotics,Machine Learning,Machine Learning,Machine Learning
2245,86,87,67,30,43,26,Data Science,AI,AI,Cybersecurity
2246,52,83,26,9,93,37,Web Development,Game Development,Game Development,Web Development
2247,45,79,21,69,29,94,Cybersecurity,Cybersecurity,Data Science,Machine Learning
2248,51,85,32,44,94,77,Machine Learning,Machine Learning,Web Development,Game Development
2249,96,25,97,68,38,86,Machine Learning,Game Development,Cybersecurity,Game Development
2250,26,31,23,40,83,43,AI,Cybersecurity,Robotics,Robotics
2251,57,38,46,28,81,43,Machine Learning,Cybersecurity,Robotics,Machine Learning
2252,41,89,40,48,72,83,Data Science,Robotics,Cybersecurity,Game Development
2253,78,56,28,34,79,28,Machine Learning,Machine Learning,Machine Learning,AI
2254,77,17,23,95,47,97,Game Development,Robotics,Machine Learning,Web Development
2255,76,41,7,67,21,92,AI,Web Development,Game Development,Cybersecurity
2256,38,20,34,88,10,60,Data Science,Game Development,Machine Learning,Game Development
2257,73,62,38,58,26,34,Machine Learning,Web Development,Cybersecurity,AI
2258,77,8,27,74,81,46,Game Development,Game Development,Robotics,Data Science
2259,96,22,93,48,28,88,Robotics,Robotics,Cybersecurity,Data Science
2260,97,82,46,33,38,86,Game Development,Machine Learning,Machine Learning,Web Development
2261,57,37,79,41,43,7,Web Development,Game Development,AI,Machine Learning
2262,61,97,12,56,9,15,Game Development,Data Science,Game Development,Game Development
2263,85,65,50,8,72,95,Data Science,Machine Learning,Web Development,Web Development
2264,26,27,51,92,56,63,Cybersecurity,Cybersecurity,Data Science,Web Development
2265,22,48,67,60,95,63,Game Development,Machine Learning,AI,AI
2266,61,47,56,63,19,23,Cybersecurity,Data Science,Game Development,AI
2267,30,88,94,92,36,35,Data Science,Web Development,Robotics,Robotics
2268,35,6,14,90,65,72,Data Science,Web Development,Data Science,Web Development
2269,40,76,46,29,65,74,Cybersecurity,Web Development,Machine Learning,Robotics
2270,21,88,70,71,59,72,AI,Web Development,Game Development,Web Development
2271,60,27,65,87,73,61,Cybersecurity,Machine Learning,AI,Data Science
2272,65,35,52,54,45,74,Web Development,AI,Game Development,Cybersecurity
2273,5,17,38,67,81,80,Data Science,Data Science,Machine Learning,AI
2274,36,8,22,23,41,27,Robotics,Web Development,Web Development,Game Development
2275,30,57,70,35,6,19,Data Science,Data Science,Robotics,Web Development
2276,86,11,76,76,64,22,Machine Learning,Robotics,Web Development,Cybersecurity
2277,32,48,89,99,66,15,AI,Web Development,Data Science,Game Development
2278,46,54,7,31,33,83,Web Development,Data Science,AI,Data Science
2279,36,30,48,98,52,67,Game Development,Web Development,AI,Machine Learning
2280,99,80,52,83,85,96,AI,Robotics,Robotics,Game Development
2281,28,83,36,48,71,55,Machine Learning,AI,Game Development,Machine Learning
2282,59,17,34,8,20,23,Game Development,Game Development,Machine Learning,AI
2283,27,86,80,40,9,28,Web Development,Game Development,Data Science,Data Science
2284,25,68,32,80,31,21,Data Science,Data Science,Robotics,Game Development
2285,58,45,58,81,83,99,Game Development,Game Development,AI,Machine Learning
2286,53,74,96,32,50,31,Game Development,Web Development,Web Development,Machine Learning
2287,73,40,95,69,93,42,Cybersecurity,Web Development,Robotics,Robotics
2288,75,30,53,7,20,93,Robotics,Web Development,Cybersecurity,Game Development
2289,16,33,77,29,22,11,Data Science,Web Development,Robotics,Game Development
2290,81,81,68,25,48,41,AI,Robotics,Game Development,Game Development
2291,77,64,91,56,63,50,Data Science,Data Science,Machine Learning,Web Development
2292,34,18,77,14,23,53,AI,Web Development,Robotics,Web Development
2293,78,89,24,54,90,6,Cybersecurity,Cybersecurity,Machine Learning,Machine Learning
2294,97,56,80,66,9,24,Data Science,AI,Machine Learning,Game Development
2295,96,93,75,56,39,15,Machine Learning,AI,Cybersecurity,Game Development
2296,78,94,22,70,90,95,AI,AI,Web Development,Robotics
2297,81,52,8,79,28,30,Machine Learning,Robotics,Cybersecurity,Cybersecurity
2298,23,49,90,21,70,29,Data Science,AI,AI,Game Development
2299,84,79,6,40,83,10,Game Development,Cybersecurity,Game Development,AI
2300,90,22,10,60,8,34,Data Science,Robotics,AI,Game Development
2301,83,68,91,59,35,11,Web Development,Machine Learning,Web Development,Robotics
2302,35,35,96,77,85,95,Cybersecurity,Robotics,AI,Data Science
2303,17,48,86,40,24,43,Web Development,Game Development,Machine Learning,Robotics
2304,63,63,36,30,86,68,Machine Learning,Game Development,AI,Machine Learning
2305,24,11,59,78,63,68,Game Development,Robotics,AI,Robotics
2306,83,59,54,62,51,91,Game Development,Data Science,AI,AI
2307,81,72,53,37,98,100,Cybersecurity,Robotics,AI,Robotics
2308,36,5,49,71,61,77,Robotics,Robotics,Game Development,Cybersecurity
2309,47,83,23,11,15,84,Game Development,Machine Learning,Game Development,Game Development
2310,14,77,68,65,5,99,Robotics,Game Development,Data Science,Machine Learning
2311,42,31,78,98,60,75,Cybersecurity,Game Development,Machine Learning,Robotics
2312,28,26,87,89,16,94,Machine Learning,Cybersecurity,Machine Learning,Cybersecurity
2313,29,99,41,87,58,32,Robotics,Robotics,Data Science,Data Science
2314,30,77,96,83,29,76,Cybersecurity,AI,Game Development,Game Development
2315,14,60,7,69,58,77,Machine Learning,Robotics,Robotics,Web Development
2316,27,10,23,83,46,40,Cybersecurity,Machine Learning,Data Science,Web Development
2317,25,94,42,5,59,22,Data Science,Game Development,Robotics,AI
2318,71,14,76,54,59,73,Web Development,Robotics,AI,Game Development
2319,32,62,8,92,22,71,Machine Learning,Game Development,Robotics,Game Development
2320,30,13,42,44,80,41,Web Development,Data Science,Robotics,Game Development
2321,61,88,66,62,22,24,Cybersecurity,Web Development,AI,Data Science
2322,45,19,80,74,58,86,AI,Data Science,Game Development,Cybersecurity
2323,68,15,74,65,9,11,Machine Learning,Game Development,Game Development,Cybersecurity
2324,30,23,62,73,21,45,Game Development,Machine Learning,Web Development,Web Development
2325,34,50,88,51,98,98,Web Development,Cybersecurity,Game Development,Robotics
2326,34,56,61,14,74,22,AI,Cybersecurity,Cybersecurity,Robotics
2327,17,45,13,56,20,63,Cybersecurity,Web Development,Game Development,Web Development
2328,47,84,45,91,16,7,AI,Data Science,Data Science,AI
2329,58,45,73,43,27,43,Machine Learning,Robotics,Machine Learning,Web Development
2330,6,64,85,42,88,77,AI,AI,AI,Cybersecurity
2331,31,10,93,38,96,77,Data Science,Web Development,AI,Web Development
2332,19,23,50,61,85,12,AI,Web Development,Web Development,AI
2333,42,88,11,25,80,63,Game Development,Cybersecurity,Web Development,AI
2334,73,90,85,28,76,58,AI,AI,Machine Learning,Cybersecurity
2335,88,75,14,99,68,24,Data Science,Web Development,Data Science,Cybersecurity
2336,86,87,41,55,20,99,Web Development,Machine Learning,Machine Learning,Robotics
2337,92,30,12,14,18,41,Robotics,AI,Web Development,Web Development
2338,5,92,8,56,75,98,AI,Game Development,Robotics,Game Development
2339,34,61,56,33,47,72,Data Science,Data Science,Cybersecurity,Robotics
2340,90,14,98,29,38,64,Machine Learning,Robotics,AI,Cybersecurity
2341,30,39,67,46,13,11,Robotics,Cybersecurity,Cybersecurity,Machine Learning
2342,97,48,33,5,9,44,AI,Cybersecurity,AI,Game Development
2343,89,39,24,53,16,20,Game Development,Game Development,AI,AI
2344,95,92,44,67,33,91,Data Science,Data Science,Cybersecurity,AI
2345,39,20,22,82,53,11,Web Development,Robotics,Data Science,Game Development
2346,54,44,16,26,79,68,Robotics,Data Science,AI,Machine Learning
2347,71,5,35,69,32,75,Robotics,Robotics,Machine Learning,Robotics
2348,43,73,90,67,21,21,AI,Machine Learning,Machine Learning,Data Science
2349,98,81,9,17,29,89,Web Development,Game Development,Web Development,Web Development
2350,70,86,28,6,47,44,Web Development,Data Science,Machine Learning,Game Development
2351,67,14,76,39,99,98,Data Science,Web Development,Cybersecurity,Data Science
2352,15,9,43,27,15,24,Web Development,Machine Learning,Data Science,Robotics
2353,7,9,15,23,64,67,Robotics,Cybersecurity,Cybersecurity,Data Science
2354,54,98,30,47,81,88,Data Science,Web Development,Cybersecurity,Machine Learning
2355,6,98,81,20,70,36,Game Development,Data Science,Data Science,Robotics
2356,59,20,98,81,15,14,Machine Learning,Web Development,Cybersecurity,Machine Learning
2357,8,20,55,22,41,69,Data Science,Machine Learning,Web Development,Data Science
2358,43,40,13,69,90,58,Robotics,Cybersecurity,Data Science,Data Science
2359,65,62,79,90,65,10,Cybersecurity,Web Development,Data Science,AI
2360,76,100,44,13,80,6,Cybersecurity,Robotics,Data Science,Game Development
2361,94,64,92,97,56,21,Game Development,Data Science,Robotics,Cybersecurity
2362,49,74,14,27,8,35,Machine Learning,Data Science,Web Development,Game Development
2363,38,99,82,94,64,89,Cybersecurity,AI,Cybersecurity,AI
2364,44,50,19,6,5,37,Game Development,AI,Cybersecurity,Cybersecurity
2365,6,86,66,11,27,24,AI,Cybersecurity,Robotics,Cybersecurity
2366,93,33,74,66,48,74,Robotics,Game Development,Game Development,Web Development
2367,46,67,12,44,57,11,Machine Learning,Machine Learning,Data Science,Machine Learning
2368,54,57,31,50,30,29,Data Science,Robotics,Machine Learning,AI
2369,10,41,75,67,74,21,Game Development,Web Development,Game Development,Machine Learning
2370,94,42,22,100,68,79,Web Development,AI,Game Development,Data Science
2371,81,56,54,29,66,65,Robotics,Data Science,AI,Cybersecurity
2372,14,93,48,98,93,32,Cybersecurity,Game Development,AI,Machine Learning
2373,7,85,75,33,15,30,Data Science,Web Development,Cybersecurity,Machine Learning
2374,82,52,76,93,98,82,Machine Learning,Cybersecurity,Data Science,Data Science
2375,20,99,30,26,54,76,Web Development,AI,Cybersecurity,Robotics
2376,75,65,66,95,11,58,Web Development,Cybersecurity,AI,Data Science
2377,73,31,56,82,93,94,Machine Learning,Data Science,Cybersecurity,AI
2378,93,22,26,13,45,6,Game Development,Data Science,Game Development,Cybersecurity
2379,60,63,74,100,98,67,Data Science,Game Development,Web Development,Web Development
2380,38,45,73,88,38,39,Robotics,Web Development,Robotics,Cybersecurity
2381,23,9,75,72,83,41,Robotics,Data Science,Game Development,Data Science
2382,40,94,90,74,43,9,Data Science,Cybersecurity,Robotics,Data Science
2383,83,98,83,87,59,99,Data Science,Web Development,Machine Learning,Cybersecurity
2384,32,26,37,88,67,84,Web Development,Cybersecurity,Web Development,Machine Learning
2385,85,85,89,23,29,59,Data Science,Web Development,Robotics,Cybersecurity
2386,37,42,32,42,12,58,Machine Learning,Game Development,Game Development,Machine Learning
2387,72,74,10,11,25,18,Robotics,Cybersecurity,Web Development,Web Development
2388,34,23,17,95,83,48,Machine Learning,AI,Web Development,Cybersecurity
2389,64,7,77,100,16,11,Cybersecurity,Robotics,Cybersecurity,Game Development
2390,69,72,34,61,100,59,Robotics,Cybersecurity,Web Development,Cybersecurity
2391,68,92,68,92,89,22,Data Science,Robotics,Robotics,AI
2392,75,18,49,25,72,66,Game Development,Robotics,Machine Learning,Machine Learning
2393,91,72,9,70,81,78,Robotics,Cybersecurity,Robotics,Game Development
2394,38,79,77,55,45,54,Game Development,Machine Learning,Cybersecurity,Game Development
2395,56,46,79,67,33,59,AI,AI,Game Development,Game Development
2396,47,69,89,54,42,80,Game Development,Web Development,Web Development,Machine Learning
2397,85,68,24,81,82,83,Robotics,Machine Learning,Web Development,Machine Learning
2398,66,57,22,45,15,72,Cybersecurity,Machine Learning,Cybersecurity,Game Development
2399,42,95,95,59,95,37,Cybersecurity,Data Science,Cybersecurity,Game Development
2400,64,23,42,15,70,35,AI,Robotics,Machine Learning,Data Science
2401,97,21,59,44,71,37,Data Science,Robotics,AI,Machine Learning
2402,83,97,51,56,94,17,AI,Data Science,Data Science,Machine Learning
2403,92,71,72,58,74,31,Web Development,AI,Machine Learning,Cybersecurity
2404,94,51,77,26,10,13,Cybersecurity,Machine Learning,Web Development,Robotics
2405,30,51,93,95,5,27,Web Development,AI,Data Science,Game Development
2406,64,8,14,20,77,96,Data Science,AI,AI,Machine Learning
2407,8,31,56,17,44,97,Machine Learning,Robotics,Robotics,Web Development
2408,99,51,52,39,48,71,Game Development,Web Development,AI,Cybersecurity
2409,73,22,58,40,78,83,Game Development,Cybersecurity,Robotics,Cybersecurity
2410,25,33,97,27,74,49,Robotics,Data Science,Web Development,Game Development
2411,70,55,77,72,95,71,Game Development,Web Development,Machine Learning,Robotics
2412,21,35,67,41,28,73,Game Development,Web Development,Robotics,Machine Learning
2413,31,8,12,59,33,67,Cybersecurity,Data Science,Cybersecurity,Cybersecurity
2414,25,50,24,72,100,87,Robotics,Machine Learning,Data Science,Machine Learning
2415,45,67,37,33,48,53,Machine Learning,AI,Game Development,Data Science
2416,32,6,84,59,86,64,Game Development,AI,Web Development,AI
2417,24,94,83,74,79,56,Cybersecurity,Machine Learning,Robotics,Data Science
2418,70,50,30,56,20,20,Web Development,Data Science,Robotics,Web Development
2419,65,10,64,12,45,85,AI,Robotics,AI,Robotics
2420,51,82,32,64,77,87,Robotics,Data Science,AI,Machine Learning
2421,11,56,31,68,38,14,Machine Learning,Web Development,Machine Learning,Game Development
2422,92,64,40,90,38,82,AI,AI,Machine Learning,Web Development
2423,96,92,78,94,18,23,Cybersecurity,Web Development,AI,Game Development
2424,9,44,56,62,72,51,Cybersecurity,AI,Data Science,Machine Learning
2425,95,79,87,89,48,69,Cybersecurity,Robotics,AI,Game Development
2426,90,58,54,38,41,46,Cybersecurity,Game Development,Data Science,Machine Learning
2427,62,27,78,27,58,54,Machine Learning,Machine Learning,AI,Web Development
2428,17,22,27,99,80,37,Robotics,Robotics,Machine Learning,Data Science
2429,8,59,40,45,64,47,Web Development,Cybersecurity,Data Science,AI
2430,90,55,91,31,100,92,Data Science,AI,Robotics,Robotics
2431,28,5,13,36,89,37,Cybersecurity,Data Science,Web Development,AI
2432,18,26,95,40,86,71,Web Development,Cybersecurity,Robotics,Cybersecurity
2433,74,29,41,75,48,79,Game Development,Data Science,Machine Learning,Data Science
2434,14,12,27,47,38,82,Robotics,Robotics,Robotics,Cybersecurity
2435,29,65,6,31,57,36,AI,Web Development,Robotics,Cybersecurity
2436,8,88,58,77,69,17,AI,Data Science,AI,Data Science
2437,43,45,57,56,50,52,Robotics,Game Development,AI,Data Science
2438,38,18,33,84,72,84,AI,Data Science,Robotics,Game Development
2439,26,89,64,41,84,75,Game Development,Robotics,Robotics,Robotics
2440,55,82,77,97,75,77,Game Development,Web Development,Cybersecurity,Web Development
2441,80,73,54,41,79,14,Cybersecurity,Cybersecurity,Machine Learning,Cybersecurity
2442,97,89,62,80,15,30,AI,Machine Learning,Data Science,AI
2443,39,88,98,91,85,64,Game Development,Machine Learning,Web Development,Cybersecurity
